Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Cloners),Outward issue link (Incorporates),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Supercedes),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (CXF Fields),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Estimated Complexity),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
JAXWS2.2:MAPCodec.restoreExchange() does not honor the addressingDisabled property,CXF-2834,12465761,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ema,ema,ema,31/May/10 05:43,11/Oct/10 14:52,14/Mar/19 02:29,31/May/10 10:09,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,WS-* Components,,,,0,,,,,,"When the dispatch is created with AddressingFeature(false), 

dispatch = service.createDispatch(port, SOAPMessage.class, javax.xml.ws.Service.Mode.MESSAGE, new AddressingFeature(false))

The MAPCodec will abort the InterceptorChain  because there is no correlated message and SOAPFaultException will not be thrown correctly . 
 We should check if the AdressinFeacture is disabled before abort all the interceptorChain . ",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113451,,,2010-05-31 05:43:56.0,,,,,,0|i0deiv:,76282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSA needs to validate incoming action,CXF-2832,12465703,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,dkulp,dkulp,29/May/10 11:30,11/Oct/10 14:52,14/Mar/19 02:29,01/Jun/10 19:17,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,WS-* Components,,,,0,,,,,,"
Currently, Addressing checks to make sure the Action is present and it's equal to the SOAPAction, but it doesn't actual check to make sure the action matches what is expect (like defined in the wsdl)",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113452,,,2010-05-29 11:30:48.0,,,,,,0|i0dej3:,76283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NullPointerException in EndpointReferenceUtils.SchemaLSResourceResolver resolveResource when systemId is null,CXF-2830,12465582,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,cnelson,cnelson,27/May/10 16:39,11/Oct/10 14:52,14/Mar/19 02:29,27/May/10 17:57,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,Core,,,,0,,,,,,If the ResourceManager is used in resolveResource and the systemId is null we will get a null pointer exception. Adding a check for systemId != null before calling the resource manager fixes the problem. I will attach a patch with this fix.,,,,,,,,,,,,,,,,,27/May/10 16:40;cnelson;patch.txt;https://issues.apache.org/jira/secure/attachment/12445673/patch.txt,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Novice,,,,,,,,,,,113453,,,2010-05-27 16:39:47.0,,,,,,0|i0dejb:,76284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3CDOMStreamReader is not compatible with wstx XMLEventReader,CXF-2829,12465553,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Minor,Fixed,dkulp,bugsan,bugsan,27/May/10 12:42,11/Oct/10 14:52,14/Mar/19 02:29,27/May/10 16:43,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,Core,,,,0,,,,,,"If you create an XMLEventReader from a W3CDOMStreamReader (with the woodstox library), it will fail because XMLEventAllocator doesnt accept Attribute XMLEvent :

Caused by: com.ctc.wstx.exc.WstxException: Internal error: should not get [13]
	at com.ctc.wstx.evt.DefaultEventAllocator.allocate(DefaultEventAllocator.java:256)
	at org.codehaus.stax2.ri.Stax2EventReaderImpl.createNextEvent(Stax2EventReaderImpl.java:411)
	at org.codehaus.stax2.ri.Stax2EventReaderImpl.nextEvent(Stax2EventReaderImpl.java:255)

Here is the comment in wstx source code :

-------------8<-------------8<-------------8<-------------8<-------------8<-------------
            /* Following 2 types should never get in here; they are directly
             * handled by the reader, and can only be accessed via start
             * element.
             */
        case NAMESPACE:
        case ATTRIBUTE:
            throw new WstxException(""Internal error: should not get ""
                                    +ErrorConsts.tokenTypeDesc(r.getEventType()));
-------------8<-------------8<-------------8<-------------8<-------------8<-------------


To create a XMLStreamReader from a DOM Document or Node, i recommand to simply use XMLInputFactory.createStreamReader(source), where source is a DOMSource.

I think it's better to rely on stax implementation to create a StreamReader from a DOM Node.","Mule 2.2.6-snapshot in proxy mode, and WS-Security (wss4j)
WSTX 4.0.8",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-27 14:52:10.903,,,no_permission,,Novice,,,,,,,,,,,113454,,,Thu May 27 14:52:10 UTC 2010,,,,,,0|i0dejj:,76285,,,,,,,,"27/May/10 14:52;dkulp;

I think I see the issue.   Testing a fix now.   


We cannot rely on the StreamReader created from  XMLInputFactory.createStreamReader(source) for a variety of reasons:

1) For some optimizations that we do, we need direct access to the ""current"" node being read.   Without that, certain operations would be significantly slower.

2) Not all the parsers implement everything we require in their ""DOM wrapping StreamReader"" things.   For example, woodstox doesn't implement the ""String getNamespaceURI(String prefix)"" method (always returns null) which is needed when processing qname types.    

",,,,,,,,,,,,,,,,,,,,,,,,,,
JSR 250 @Resource annotation on field does not work for proxied service implementations,CXF-2828,12465543,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,ogeisser,ogeisser,27/May/10 09:04,11/Oct/10 14:52,14/Mar/19 02:29,27/May/10 16:43,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,JAX-WS Runtime,,,,0,,,,,,"h2. Description

A JAX-WS service implementation class has a private {{WebServiceContext}} field which is annotated with the JSR-250 {{@Resource}} annotation. It has also some annotation - for example {{@Transactional}} - which will make Spring wrapping it with a proxy. See the following code for an example:

{code:title=SomeServiceImpl.java|borderStyle=solid}
@Transactional
@WebService(endpointInterface = ""com.example.ISomeService"")
public class SomeServiceImpl implements SomeService {
    @Resource
    private WebServiceContext context;
    ...

{code}

In the current release (2.2.8) this does not work and throws an {{IllegalArgumentException}}.

BTW There is the workaround to annotate a setter method instead of annotating the field.

h2. Background of the bug

Because the Spring {{CommonAnnotationBeanPostProcessor}} which will normally handle JSR-250 annotations ignores {{WebServiceContext}} {{@Ressource}} annotations (see the Javadoc of [{{CommonAnnotationBeanPostProcessor}}|http://static.springsource.org/spring/docs/2.5.x/api/org/springframework/context/annotation/CommonAnnotationBeanPostProcessor.html#ignoreResourceType%28java.lang.String%29])  there needs to be a special handling inside of CXF. This special handling happens in the {{org.apache.cxf.jaxws.JaxWsServerFactoryBean.injectResources(Object instance)}} method:


{code:title=JaxWsServerFactoryBean.injectResources(Object instance)|borderStyle=solid}
/**
     * inject resources into servant.  The resources are injected
     * according to @Resource annotations.  See JSR 250 for more
     * information.
     */
    /**
     * @param instance
     */
    protected void injectResources(Object instance) {
        if (instance != null) {
            ResourceManager resourceManager = getBus().getExtension(ResourceManager.class);
            List<ResourceResolver> resolvers = resourceManager.getResourceResolvers();
            resourceManager = new DefaultResourceManager(resolvers); 
            resourceManager.addResourceResolver(new WebServiceContextResourceResolver());
            ResourceInjector injector = new ResourceInjector(resourceManager);
            if (Proxy.isProxyClass(instance.getClass()) && getServiceClass() != null) {
                injector.inject(instance, getServiceClass());
                injector.construct(instance, getServiceClass());
            } else {
                injector.inject(instance);
                injector.construct(instance);
            }
        }
    }  
{code}

h2. Bug

As you can see there is already a special case to detect a proxy ({{Proxy.isProxyClass()}}). The bug is that even in the case of a proxy the code tries to inject into the field of the proxy. But the proxy does not have the field and this gives an {{IllegalArgumentException}} inside of {{ResourceInjector.injectField(Field field, Object resource)}}.


h2. Fix

In the case of a proxied object find the ""wrapped"" (target) object and inject into this object. This is possible because the proxy will be a Spring proxy and Spring has a special Interface ({{Advised}}) which will allow to access the target object. See the following code:

{code:title=JaxWsServerFactoryBean.injectResources(Object instance) - Fixed|borderStyle=solid}
/**
     * inject resources into servant.  The resources are injected
     * according to @Resource annotations.  See JSR 250 for more
     * information.
     */
    /**
     * @param instance
     */
    protected void injectResources(Object instance) {
        if (instance != null) {
            ResourceManager resourceManager = getBus().getExtension(ResourceManager.class);
            List<ResourceResolver> resolvers = resourceManager.getResourceResolvers();
            resourceManager = new DefaultResourceManager(resolvers); 
            resourceManager.addResourceResolver(new WebServiceContextResourceResolver());
            ResourceInjector injector = new ResourceInjector(resourceManager);
            if (Proxy.isProxyClass(instance.getClass()) && getServiceClass() != null) {

                // FIXED: find and inject into the proxy target
                Object proxyTarget = ((org.springframework.aop.framework.Advised)instance).getTargetSource().getTarget();
                injector.inject(proxyTarget, getServiceClass());

                injector.construct(instance, getServiceClass());
            } else {
                injector.inject(instance);
                injector.construct(instance);
            }
        }
    }  
{code}
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-27 15:31:54.845,,,no_permission,,,,,,,,,,,,,113455,,,Thu May 27 15:31:54 UTC 2010,,,,,,0|i0dejr:,76286,,,,,,,,"27/May/10 15:31;dkulp;
OK.  I definitely see the problem (very good write up).   The proposed fix isn't ideal, but definitely points in the right direction.

Basically, when calling ""inject"" we would like the METHODS to go through the proxy, but the field injection needs to go to the object itself.   Basic reasoning is that their could be some ""advice"" attached to the methods and we'd like to make sure that advice is followed.  Thus, the fix cannot really be to pass in the most internal object.  (there is also a smaller issue of a aop proxy of another aop proxy that needs the call to getTarget to recurse a bit)

The real fix is in ResourceInjector.java to update the call to field.set(getTarget(), obj) to get the REAL target, and not the Proxy.  However, we don't want any spring code there so it works without the Spring jars.   Luckily, we have the ClassHelper (and the SpringClassHelper subclass when spring AOP is available) that was easily updated to accomplish this.     I'm going to run the tests now and commit the fix (if they pass) and trigger a new snapshot deploy.   It would be great if you could test it real soon.   I'm hoping to build 2.2.9 real soon (like tomorrow even) and would like to know if this is  now fixed.",,,,,,,,,,,,,,,,,,,,,,,,,,
JAXWS2.2: wsam:action attribute is not generated in <wsdl:input> and <wsdl:ouput> element when the SEI method is not annotated with @Action,CXF-2827,12465537,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ema,ema,ema,27/May/10 06:41,11/Oct/10 14:52,14/Mar/19 02:29,28/May/10 03:15,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,Tooling,WS-* Components,,,0,,,,,,"When there is no @Action annotated to SEI method , the wsa action value in wsdl  should be computed with :

---JAXWS 2.2 Spec ----
""If wsdl:input[@wsam:Action] cannot be mapped from the above steps, then wsam:Action
is generated using the metadata defaulting algorithm as if wsdl:input[@name] is not present in
WSDL.""

----WSA 1.1 WSDL Binding -------
A default pattern is also defined for backwards compatibility with WSDL 1.1. In the absence of the wsaw:Action attribute, the following pattern is used to construct a default action for inputs and outputs. The general form of an action IRI is as follows:

Example 4-6. Structure of defaulted wsa:Action IRI.

[target namespace][delimiter][port type name][delimiter][input|output name]

For fault messages, the general form of an action IRI is as follows:

Example 4-7. Structure of default wsa:Action IRI for faults

[target namespace][delimiter][port type name][delimiter][operation name][delimiter]Fault[delimiter][fault name]

Example 4-9. Example WSDL without explicit wsa:Action values or explicit message names.

<definitions targetNamespace=""http://greath.example.com/2004/wsdl/resSvc"" ...>
  ...
  <portType name=""reservationInterface"">
    <operation name=""opCheckAvailability"">
      <input message=""tns:checkAvailability""/>
      <output message=""tns:checkAvailabilityResponse""/>
    </operation>
  </portType>
  ...
</definitions>
      

[targetNamespace] = http://greath.example.com/2004/wsdl/resSvc

[port type name] = reservationInterface

According to the rules defined in Section 2.4.5 of WSDL 1.1, if the name attribute is absent for the input of a request response operation the default value is the name of the operation with ""Request"" appended.

[input name] = opCheckAvailabilityRequest

Likewise, the output defaults to the operation name with ""Response"" appended.

[output name] = opCheckAvailabilityResponse

Applying the pattern above with these values we have:

input action = http://greath.example.com/2004/wsdl/resSvc/reservationInterface/opCheckAvailabilityRequest

output action = http://greath.example.com/2004/wsdl/resSvc/reservationInterface/opCheckAvailabilityResponse


We now generated the  the name attribute value for <wsdl:input>, this will effect the action computation :
if <[input name] = opCheckAvailability> , then input action = http://greath.example.com/2004/wsdl/resSvc/reservationInterface/opCheckAvailability.
It's not http://greath.example.com/2004/wsdl/resSvc/reservationInterface/opCheckAvailabilityRequest anymore . 



",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113456,,,2010-05-27 06:41:46.0,,,,,,0|i0dejz:,76287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multipart Header not Handled Correctly,CXF-2825,12465320,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,sergey_beryozkin,kjloh,kjloh,25/May/10 00:45,11/Oct/10 14:45,14/Mar/19 02:29,05/Oct/10 21:31,2.2.5,,,,,,,,,,,,,,,,,2.2.10,2.3,,,JAX-RS,,,,0,,,,,,"Multipart attachment headers other than Content-ID, Content-Type, Content-Transfer-Encoding, are not handled correctly.  Often, the headers will be set to all lower case with null value.  E.g.: content-location: null.


apache-cxf-2.2.5\rt\core\src\main\java\org\apache\cxf\attachment\AttachmentImpl.java

59c59,60
<         headers.put(name.toLowerCase(), value);
---
>         //headers.put(name.toLowerCase(), value);
>         headers.put(name, value);

apache-cxf-2.2.5\rt\frontend\jaxrs\src\main\java\org\apache\cxf\jaxrs\ext\MessageContextImpl.java

146,147c146,147
<             Attachment handler = (Attachment)handlers.get(i);
<             AttachmentImpl att = new AttachmentImpl(handler.getContentId(), handler.getDataHandler());
---

>             Attachment handler = (Attachment)handlers.get(i);
>             AttachmentImpl att = new AttachmentImpl(handler.getContentId(),  handler.getDataHandler());

148,149c149,150
<                 att.setHeader(key, att.getHeader(key));
---

>                 att.setHeader(key, handler.getHeader(key));
","Redhat Enterprise Linux 5.3
Apache Tomcat 5.5
JDK 6.0
Intel x86",,,,,,,,,,,,,,,,25/May/10 01:12;kjloh;AttachmentImpl.patch;https://issues.apache.org/jira/secure/attachment/12445403/AttachmentImpl.patch,25/May/10 01:12;kjloh;MessageContextImpl.patch;https://issues.apache.org/jira/secure/attachment/12445404/MessageContextImpl.patch,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2010-05-25 20:43:43.187,,,no_permission,,Novice,,,,,,,,,,,114187,,,Mon Jun 21 12:03:08 UTC 2010,,,,,,0|i0v113:,179140,,,,,,,,"25/May/10 20:43;sergey_beryozkin;Can you try 2.9-SNAPSHOT please and confirm the issue has been fixed ?

I'm not sure the following change is needed :

148,149c149,150
< att.setHeader(key, att.getHeader(key));
—

> att.setHeader(key, handler.getHeader(key));

thanks","21/Jun/10 12:03;thg;Hi Sergey!

I just ran into the same problem with 2.2.9.

> att.setHeader(key, handler.getHeader(key));
is necessary because otherwise the headers would not be copied over correctly from the handler into the newly created attachment.

Here is the old context:
AttachmentImpl att = new AttachmentImpl(handler.getContentId(), handler.getDataHandler());
for (String key : handler.getHeaders().keySet()) {
  att.setHeader(key, att.getHeader(key));
}

This would merely iterate over the keys of the headers of the handler (see the for statement) and create headers with these keys (att.setHeader) in the newly created attachment with the values also taken from the newly created attachment (att.getHeader).

Thanks for fixing,
Thomas
",,,,,,,,,,,,,,,,,,,,,,,,,
REST Client sending all lowercase post parameters,CXF-2823,12465273,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,,jeff.peterson,jeff.peterson,24/May/10 14:39,11/Oct/10 14:45,14/Mar/19 02:29,09/Jul/10 20:46,2.2.8,,,,,,,,,,,,,,,,,2.2.10,2.3,,,JAX-RS,,,,0,,,,,,"It appears that the InjectionUtils class in the fillInValuesFromBean method grabs all the getter methods from the bean being posted as form data and does a toLowerCase() on everthing after ""get"" to come up with the parameter names.  

Example:

public class BeanExample {
	private String fooBar = ""test"";
	public String getFooBar() {
		return fooBar;
	}	
}

would post:

foobar=test

but I'd expect it to post:

fooBar=test",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,Moderate,,,,,,,,,,,114185,,,2010-05-24 14:39:55.0,,,,,,0|i0v0zz:,179135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The interceptor is not added to the ClientImpl when create the dispatch to invoke service,CXF-2822,12465265,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ema,ema,ema,24/May/10 11:11,11/Oct/10 14:52,14/Mar/19 02:29,25/May/10 08:01,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,JAX-WS Runtime,,,,0,,,,,,"When the bus load the following configuration and create dispatch to invoke the service , the  interceptors does not add to the interceptor chains :
<jaxws:client name=""{http://apache.org/hello_world_soap_http}TimestampSignEncryptPort"" 
        createdFromAPI=""true"">
        <jaxws:outInterceptors>
            <bean class=""org.apache.cxf.binding.soap.saaj.SAAJOutInterceptor""/>
            <ref bean=""TimestampSignEncrypt_Request""/>
        </jaxws:outInterceptors>
        <jaxws:inInterceptors>
            <ref bean=""TimestampSignEncrypt_Response""/>
            <bean class=""org.apache.cxf.binding.soap.saaj.SAAJInInterceptor""/>
        </jaxws:inInterceptors>
    </jaxws:client>",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113458,,,2010-05-24 11:11:58.0,,,,,,0|i0dekf:,76289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPE during WSDL validation,CXF-2821,12465179,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,dkulp,rrusin,rrusin,22/May/10 00:47,11/Oct/10 14:52,14/Mar/19 02:29,27/May/10 16:31,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,Tooling,,,,0,,,,,,"~/apache-cxf-2.2.8/bin/wsdlvalidator sample.wsdl 
java.lang.reflect.InvocationTargetException
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:585)
	at org.apache.cxf.tools.validator.internal.WSIBPValidator.isValid(WSIBPValidator.java:63)
	at org.apache.cxf.tools.validator.internal.WSDL11Validator.isValid(WSDL11Validator.java:135)
	at org.apache.cxf.tools.validator.WSDLValidator.execute(WSDLValidator.java:81)
	at org.apache.cxf.tools.common.toolspec.ToolRunner.runTool(ToolRunner.java:103)
	at org.apache.cxf.tools.common.toolspec.ToolRunner.runTool(ToolRunner.java:58)
	at org.apache.cxf.tools.common.toolspec.ToolRunner.runTool(ToolRunner.java:40)
	at org.apache.cxf.tools.validator.WSDLValidator.main(WSDLValidator.java:110)
Caused by: java.lang.NullPointerException
	at org.apache.cxf.tools.validator.internal.WSIBPValidator.checkR2203And2204(WSIBPValidator.java:303)
	... 11 more
WSDLValidator Error : java.lang.reflect.InvocationTargetException

",command line tool,,,,,,,,,,,,,,,,22/May/10 00:48;rrusin;sample.wsdl;https://issues.apache.org/jira/secure/attachment/12445229/sample.wsdl,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113459,,,2010-05-22 00:47:29.0,,,,,,0|i0dekn:,76290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<protocol-bindings>##SOAP12_Binding</protocol-bindings> in handler chain is not correctly matched  ,CXF-2819,12465090,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,ema,ema,ema,21/May/10 06:46,11/Oct/10 14:52,14/Mar/19 02:29,21/May/10 10:09,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,JAX-WS Runtime,,,,0,,,,,,"When the service class is annotated with SOAP12 binding type :
@BindingType(value = SOAPBinding.SOAP12HTTP_BINDING)
public interface SOAPEndpoint
{
   @WebMethod
   public String echo(String msg);
}

The  handler defined with SOAP12 Binding protocol pattern can not be attached to this  endpoint, it wrongly attache the soap11 protocol binding handler :
	<handler-chain>
    <protocol-bindings>##SOAP11_HTTP</protocol-bindings>
		<handler>
			<handler-name> SOAP11ClientHandler </handler-name>
			<handler-class> org.apache.cxf.SOAP11ClientHandler </handler-class>
		</handler>
	</handler-chain>
  
	<handler-chain>
    <protocol-bindings>##SOAP12_HTTP</protocol-bindings>
		<handler>
			<handler-name> SOAP12ClientHandler </handler-name>
			<handler-class> org.apache.cxf.SOAP12ClientHandler </handler-class>
		</handler>
	</handler-chain>

 
",,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,,,113460,,,2010-05-21 06:46:52.0,,,,,,0|i0dekv:,76291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The INITIAL_APP_CONTEXT_CREATION_FAILED_MSG message misspells create as crate ,CXF-2818,12464975,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Trivial,Fixed,gmazza,brrichin,brrichin,20/May/10 00:04,25/May/10 17:59,14/Mar/19 02:29,20/May/10 04:20,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,,,,,0,spelling,,,,,"The INITIAL_APP_CONTEXT_CREATION_FAILED_MSG message in /rt/core/src/main/java/org/apache/cxf/bus/spring/Messages.properties misspells create as crate.

Original
=====================================
INITIAL_APP_CONTEXT_CREATION_FAILED_MSG = Initial attempt to crate application context was unsuccessful.

Change
=====================================
INITIAL_APP_CONTEXT_CREATION_FAILED_MSG = Initial attempt to create application context was unsuccessful.","Windows XP SP 3, Java 1.6.0_20",,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-20 04:20:15.052,,,no_permission,,Novice,,,,,,,,,,,113461,,,Thu May 20 04:22:02 UTC 2010,,,,,,0|i0del3:,76292,,,,,,,,20/May/10 04:20;gmazza;Fixed.  Thanks.,20/May/10 04:22;gmazza;Misspelling fixed.,,,,,,,,,,,,,,,,,,,,,,,,,
The NON_UNIQUE_BODY message misspells signature signaure,CXF-2817,12464950,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Trivial,Fixed,gmazza,brrichin,brrichin,19/May/10 21:15,25/May/10 17:59,14/Mar/19 02:29,20/May/10 04:31,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,,,,,0,spelling,,,,,"The NON_UNIQUE_BODY message in tools/wsdlto/frontend/jaxws/src/main/java/org/apache/cxf/tools/wsdlto/frontend/jaxws/validator/Messages.properties misspells signature as signaure.

Original
=================
NON_UNIQUE_BODY = Non unique body parts! In a port, operations must have unique operation signaure on the wire for successful dispatch. In port {0}, Operations \""{1}\"" and \""{2}\"" have the same request body block {3}

Change
=================
NON_UNIQUE_BODY = Non unique body parts! In a port, operations must have unique operation signature on the wire for successful dispatch. In port {0}, Operations \""{1}\"" and \""{2}\"" have the same request body block {3}",Windows XP SP 3. Java 1.6.0_20,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2010-05-20 04:31:15.917,,,no_permission,,,,,,,,,,,,,113462,,,Thu May 20 04:31:15 UTC 2010,,,,,,0|i0delb:,76293,,,,,,,,20/May/10 04:31;gmazza;Fixed.  Thanks.,,,,,,,,,,,,,,,,,,,,,,,,,,
CachedOutputStream leaves behind temp files if resetOut() is called,CXF-2816,12464815,Bug,Closed,CXF,CXF,software,dkulp,,http://cxf.apache.org,Major,Fixed,gmazza,piepera,piepera,18/May/10 17:27,25/May/10 18:03,14/Mar/19 02:29,20/May/10 05:16,2.2.8,,,,,,,,,,,,,,,,,2.2.9,,,,Core,,,,0,,,,,,"CachedOutputStream's resetOut() has a section of code where it is possible to open a FileInputStream without closing it. This happens if the stream is not in memory, and copyOldContent is false.

I noticed this when I added a ""LoggingOutInterceptor"". When large messages were logged, temp files would accumulate in the temp directory. Applying the attached patch solved the problem.",Windows,,,,,,,,,,,,,,,,18/May/10 17:29;piepera;patch.txt;https://issues.apache.org/jira/secure/attachment/12444817/patch.txt,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2010-05-20 05:16:15.743,,,no_permission,,Novice,,,,,,,,,,,113463,,,Thu May 20 05:16:15 UTC 2010,,,,,,0|i0delj:,76294,,,,,,,,18/May/10 17:29;piepera;A patch for CachedOutputStream which fixes it so that the FileInputStream is not opened in this case.,"20/May/10 05:16;gmazza;Hi Aaron, thanks for the patch.",,,,,,,,,,,,,,,,,,,,,,,,,
