Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Incorporates),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Regression),Outward issue link (dependent),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Existing GitBox Approval),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Parsing PID assumes last 4 chars are file extension,FELIX-2843,12498719,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Blocker,Fixed,cziegeler,thecarlhall,thecarlhall,16/Feb/11 05:28,17/Mar/15 07:00,14/Mar/19 02:47,16/Feb/11 16:30,fileinstall-3.1.10,,,,,,,,,,fileinstall-3.2.0,,,,File Install,,,,,,,0,,,,,,"In ConfigInstaller.parsePid(String), to clear off the path extension the following logic is used.

String pid = path.substring(0, path.length() - 4);

This appears to be a leftover from when only .cfg (4 chars) was allowed as a file extension. Since .config is now a valid file extension, the above logic leaves "".co"" on the end of the service pid that is parsed out.

This blocks configuring of services when a configuration file ending with .config is used. .config syntax is required if a property needs to be something like String[].",,,,,,,,,,,,,,,,,,,,16/Feb/11 05:31;thecarlhall;felix-2843.diff;https://issues.apache.org/jira/secure/attachment/12471152/felix-2843.diff,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2011-02-16 16:30:00.105,,,no_permission,,,,,,,,,,,40440,,,Wed Feb 16 16:30:00 UTC 2011,,,,,,0|i0aqbj:,60537,,,,,,,,"16/Feb/11 05:31;thecarlhall;Attaching patch of suggested solution. The patch changes the assumption from ""everything before the last 4 chars are the pid"" to ""find the last . and assume everything before that is the pid.""
All files processed will have an extension (.cfg, .config) as checked by the method that calls parsePid, ConfigInstall.setConfig.",16/Feb/11 16:30;cziegeler;Thanks for the patch - I've committed it in revision 1071303,,,,,,,,,,,,,,,,,,,,,,,,,
Async threads should be daemon threads,FELIX-2836,12498264,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,cziegeler,cziegeler,cziegeler,10/Feb/11 16:45,07/Mar/11 12:14,14/Mar/19 02:47,10/Feb/11 16:46,eventadmin-1.2.4,,,,,,,,,,eventadmin-1.2.10,,,,Event Admin,,,,,,,0,,,,,,"While fixing FELIX-2608 unfortunately only the sync threads were changed into daemon threads.

The async ones need to be changed as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,40444,,,Thu Feb 10 16:46:11 UTC 2011,,,,,,0|i0aq0f:,60487,,,,,,,,10/Feb/11 16:46;cziegeler;Fixed in revision 1069462,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCR plugin: Parsing of ""options"" for property tag broken for javadoc annotations",FELIX-2835,12498245,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,cziegeler,alexander.klimetschek,alexander.klimetschek,10/Feb/11 13:53,09/May/11 18:14,14/Mar/19 02:47,21/Feb/11 15:48, maven-scr-plugin-1.6.0,scr generator 1.0.0,,,,,,,,,maven-scr-plugin-1.7.0,scr ant task 1.1.0,scr generator 1.1.0,,SCR Tooling,,,,,,,0,,,,,,"A property with options should use the key=value parameters after the ""options"" parameter as name=label for the metatype options:

    @scr.property type=""String"" value=""one"" options one=""One"" two=""Two"" three=""Three""

However, it produces this single option:

            <Option value=""one=One"" label=""three=Three""/>

The problem is that this loop in org.apache.felix.scrplugin.helper.PropertyHandler.processProperty() [0] is inherently broken due to both a ""j++"" in the for loop and a ""j += 2"" at the end, and a parameters[j+2]:

            for (int j=0; j < parameters.length; j++) {
                if (Constants.PROPERTY_OPTIONS.equals(parameters[j])) {
                    options = new LinkedHashMap<String, String>();
                } else if (options != null) {
                    String optionLabel = parameters[j];
                    String optionValue = (j < parameters.length-2) ? parameters[j+2] : null;
                    if (optionValue != null) {
                        options.put(optionLabel, optionValue);
                    }
                    j += 2;
                }
            }

Without having debugged it, I guess it should be parameters[j+1] and j+=1, as you only skip one parameter for reading the label, not two (given that one=""One"" is represented as two parameters ""one"" and ""One"").

[0] http://svn.apache.org/repos/asf/felix/trunk/scrplugin/generator/src/main/java/org/apache/felix/scrplugin/helper/PropertyHandler.java",,,,,,,,,,,,,,,,,FELIX-2945,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2011-02-18 17:10:00.13,,,no_permission,,,,,,,,,,,40416,,,Fri Feb 18 17:10:00 UTC 2011,,,,,,0|i0aq2f:,60496,,,,,,,,"18/Feb/11 17:10;cziegeler;Thanks for reporting!

Actually an option one=""One"" is a single parameter.

I fixed this in revision 1072066",,,,,,,,,,,,,,,,,,,,,,,,,,
Tablesorter loses it's styling if placed in JQuery TAB component,FELIX-2830,12497967,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Minor,Fixed,v_valchev,v_valchev,v_valchev,08/Feb/11 09:02,23/Nov/12 06:54,14/Mar/19 02:47,08/Feb/11 09:06,webconsole-3.1.6,,,,,,,,,,webconsole-4.0.0,,,,Web Console,,,,,,,0,,,,,,"If a sorted table is placed in a tab, then when you click on the table headings to sort the column, the styling is gone and the down/up arrow, showing the sort order is hidden.",,;08/Feb/11 09:06;v_valchev;3600,3600,0,3600,100%,3600,0,3600,,,,,,,,,,,08/Feb/11 09:03;v_valchev;screen002.png;https://issues.apache.org/jira/secure/attachment/12470573/screen002.png,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2012-11-23 06:54:48.488,,,no_permission,,,,,,,,,,,40398,,,Fri Nov 23 06:54:48 UTC 2012,,,,,,0|i0aq0v:,60489,,,,,,,,08/Feb/11 09:03;v_valchev;the attached image illustrates the problem,08/Feb/11 09:06;v_valchev;Fixed in rev.1068296,23/Nov/12 06:54;fmeschbe;Close after release,,,,,,,,,,,,,,,,,,,,,,,,
The maven-ipojo-plugin archetype descriptor is not conform,FELIX-2829,12497852,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,clement.escoffier,clement.escoffier,clement.escoffier,07/Feb/11 14:52,04/Feb/13 12:33,14/Mar/19 02:47,07/Feb/11 15:56,,,,,,,,,,,maven-ipojo-plugin-1.8.2,,,,iPOJO,,,,,,,0,,,,,,The archetype descriptor provided inside the maven-ipojo-plugin does not follow the schema leading to some issue in m2eclipse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,40439,,,Mon Feb 07 15:56:30 UTC 2011,,,,,,0|i0aqan:,60533,,,,,,,,07/Feb/11 15:56;clement.escoffier;Fixed in trunk.,,,,,,,,,,,,,,,,,,,,,,,,,,
DependencyManager ResourceDependency annotation can't be applied on a class field,FELIX-2828,12497839,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Minor,Fixed,pderop,pderop,pderop,07/Feb/11 12:32,07/Feb/11 12:40,14/Mar/19 02:47,07/Feb/11 12:39,,,,,,,,,,,,,,,Dependency Manager,,,,,,,0,,,,,,"When using the Dependency Manager @ResourceDependency annotation, it is not possible to inject the resource on a class fields.
For example, the following code does not work:

@Component
class VideoPlayer
{
    @ResourceDependency(required=true, filter = ""(path=/path/video.mkv)"")
    URL resource;

    void play()
    {
         // this.resource is not injected with the required URL ...
    }
}
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,40406,,,Mon Feb 07 12:39:58 UTC 2011,,,,,,0|i0aqbr:,60538,,,,,,,,07/Feb/11 12:39;pderop;Committed a patch in revision 1067937.,,,,,,,,,,,,,,,,,,,,,,,,,,
The maven-ipojo-plugin does not replace component classes in WAR files,FELIX-2825,12497773,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,clement.escoffier,dyblast,dyblast,06/Feb/11 00:54,04/Feb/13 12:34,14/Mar/19 02:47,07/Feb/11 15:56,iPOJO-1.8.0,,,,,,,,,,ipojo-manipulator-1.8.2,,,,iPOJO,,,,,,,0,,,,,,"HI,
I have notice a problem with the maven-ipojo-plugin on war package.
The resulting classes are incorrect.
Indeed when i create a war i have this error when i deploy it:
 createInstance -> Cannot invoke the constructor (method not found) :
Now if i create a bundle instead, i take the classes from it and i put it in the former war, the war works

my plugins part of maven:
-------------------------------------------------
        <plugins>
            <plugin>
                <artifactId>maven-war-plugin</artifactId>
                <configuration>
                    <archive>
                        <manifestFile>${project.build.outputDirectory}/META-INF/MANIFEST.MF</manifestFile>
                    </archive>
                </configuration>
            </plugin>

            <plugin>
                <groupId>org.apache.felix</groupId>
                <artifactId>maven-bundle-plugin</artifactId>
                <version>1.4.3</version>
                <extensions>true</extensions>
                <executions>
                    <execution>
                        <id>bundle-manifest</id>
                        <phase>process-classes</phase>
                        <goals>
                            <goal>manifest</goal>
                        </goals>
                        <configuration>
                            <instructions>
                                <Bundle-ClassPath>
                                    .,
                                    WEB-INF/classes
                                </Bundle-ClassPath>
                                <Embed-Directory>WEB-INF/lib</Embed-Directory>
                                <Embed-Dependency>*;scope=compile|runtime</Embed-Dependency>
                                <Embed-Transitive>true</Embed-Transitive>
                                <Web-ContextPath>webapp</Web-ContextPath>
                                <Webapp-Context>webapp</Webapp-Context>
                            </instructions>
                        </configuration>
                    </execution>
                </executions>
                <configuration>
                    <supportedProjectTypes>
                        <supportedProjectType>jar</supportedProjectType>
                        <supportedProjectType>bundle</supportedProjectType>
                        <supportedProjectType>war</supportedProjectType>
                    </supportedProjectTypes>
                </configuration>
            </plugin>

            <plugin>
                <groupId>org.apache.felix</groupId>
                <artifactId>maven-ipojo-plugin</artifactId>
                <version>1.8.0</version>
                <executions>
                    <execution>
                        <goals>
                            <goal>ipojo-bundle</goal>
                        </goals>
                    </execution>
                </executions>
            </plugin>
        </plugins>
-------------------------------------------------------------","Jetty, Windows",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2011-02-07 15:56:19.117,,,no_permission,,,,,,,,,,,40407,,,Tue Jan 03 12:09:46 UTC 2012,,,,,,0|i0aq27:,60495,,,,,,,,"06/Feb/11 22:02;dyblast;I have found the issue...
the class is correctly generated but it never inject into the final war...
Indeed
Pojoization.java:382
                // If the class was manipulated, write out the manipulated
                // version of the bytecode
                if (m_classes.containsKey(curEntry.getName())) {
                    JarEntry je = new JarEntry(curEntry.getName());
                    byte[] outClazz = (byte[]) m_classes.get(curEntry.getName());
                    if (outClazz != null && outClazz.length != 0) {
                        jos.putNextEntry(je); // copy the entry header to jos
                        jos.write(outClazz);

So the program check if there is a class corresponding to a directory entry ... for example
m_classes = {com/truc/blabla.class} and curEntry = WEB-INF/classes/com/truc/blabla.class
So the orignal class is copied and not replaced.

Small ugly fix: 
                String classEntry = curEntry.getName().replace(""WEB-INF/classes/"","""");
                if (m_classes.containsKey(classEntry)) {
                    JarEntry je = new JarEntry(curEntry.getName());
                    byte[] outClazz = (byte[]) m_classes.get(classEntry);","07/Feb/11 15:56;clement.escoffier;Fixed in trunk.

I've modified your patch a bit, please check with the manipulator and the maven-ipojo-plugin from the trunk (1.9.0-SNAPSHOT).

Thanks","31/Dec/11 22:41;bob.ziuchkovski@gmail.com;I have run into the same problem.  I checked-out and built the ipojo trunk to test this fix.  Unfortunately, it looks like the code in the externalize() method of src/main/java/org/apache/felix/ipojo/manipulator/store/mapper/WABResourceMapper.java fails via throwing IllegalArgumentException when it encounters any non-class file, such as META-INF/MANIFEST.MF.  If desired, I can craft and upload a simple test maven war project to reproduce the issue.","03/Jan/12 12:09;sauthieg;As you already have the source code of the manipulator, maybe you could add a simple WABResourceMapperTestCase (if not already existing) that reproduce the problem.
",,,,,,,,,,,,,,,,,,,,,,,
Components that have a ConfigurationPolicy value of REQUIRE fail to activate,FELIX-2824,12497691,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,fmeschbe,stephen.flynn@jftechnology.com,stephen.flynn@jftechnology.com,04/Feb/11 15:40,20/Nov/12 10:58,14/Mar/19 02:47,04/Feb/11 22:06,scr-1.6.2,,,,,,,,,,scr-1.6.2,,,,Declarative Services (SCR),,,,,,,0,,,,,,"Components that have a ConfigurationPolicy value of REQUIRE are no longer configured and activated by configuration admin.

This was working fine in scr-1.6.0 and earlier versions.","Felix 3.0.6
Config admin 1.2.8",,,,,,,,,,,,,,,,,,,04/Feb/11 16:44;stephen.flynn@jftechnology.com;policy-required-bug-example-1.0.0-sources.jar;https://issues.apache.org/jira/secure/attachment/12470244/policy-required-bug-example-1.0.0-sources.jar,04/Feb/11 16:44;stephen.flynn@jftechnology.com;policy-required-bug-example-1.0.0.jar;https://issues.apache.org/jira/secure/attachment/12470243/policy-required-bug-example-1.0.0.jar,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2011-02-04 18:41:56.28,,,no_permission,,,,,,,,,,,40434,,,Tue Nov 20 10:58:16 UTC 2012,,,,,,0|i0aqev:,60552,,,,,,,,"04/Feb/11 16:54;stephen.flynn@jftechnology.com;Attached bundle should demonstrate the issue. SCR-1.6.0 activates 2 components as expected, not so with current SCR-1.6.2 snapshot.",04/Feb/11 18:41;fmeschbe;Thanks for testing trunk and reporting the bug. I will look into it.,"04/Feb/11 22:02;fmeschbe;With the refactoring of FELIX-2578 the new configuration support instance is created upon a Service event received from the Configuration Admin service registration. If the ConfigurationAdmin service is already active before the Declarative Services bundle is started, this service event is never received by the DS bundle and thus the configuration support instance is not created.",04/Feb/11 22:06;fmeschbe;Fixed in Rev. 1067309 by setting up the configuration support instance in case the configuration admin service is already registered when declarative services starts,20/Nov/12 10:58;fmeschbe;Close after release,,,,,,,,,,,,,,,,,,,,,,
Uncaught exception in case of circular service reference,FELIX-2823,12497628,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,fmeschbe,fmeschbe,fmeschbe,03/Feb/11 22:15,20/Nov/12 10:58,14/Mar/19 02:47,03/Feb/11 22:30, scr-1.6.0,,,,,,,,,,scr-1.6.2,,,,Declarative Services (SCR),,,,,,,0,,,,,,The DependencyManager.getService(ServiceReference) method catches IllegalStateException possibly thrown from the BundleContext.getService method. Unfortunately this is not the only possible exception thrown from this method. So we have to catch Exception in general and log that situation properly to cope with the situation and help developers/deployers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,no_permission,,,,,,,,,,,40429,,,Tue Nov 20 10:58:18 UTC 2012,,,,,,0|i0aqbb:,60536,,,,,,,,03/Feb/11 22:30;fmeschbe;Fixed in Rev. 1067009 catching and logging Exception instead of just IllegalStateException,20/Nov/12 10:58;fmeschbe;Close after release,,,,,,,,,,,,,,,,,,,,,,,,,
Component service references not unbound in reverse order (breaks compendium spec 112.5.15),FELIX-2821,12497568,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,fmeschbe,stephen.flynn@jftechnology.com,stephen.flynn@jftechnology.com,03/Feb/11 14:54,20/Nov/12 10:58,14/Mar/19 02:47,03/Feb/11 20:32, scr-1.6.0,,,,,,,,,,scr-1.6.2,,,,Declarative Services (SCR),,,,,,,0,,,,,,"Component references are unbound in the same order in which they were bound. If I have read the spec right it says they should be unbound in the reverse order... 

112.5.15

When unbinding services, the references are processed in the reverse order
in which they are specified in the component description.

The attached bundle demonstrates this

When activating the bind order is correct...

ExampleComponent.bindServiceA() 
ExampleComponent.bindServiceB()  
ExampleComponent.bindServiceC() 
ExampleComponent.activate()

But when deactivating the order is not reversed...

ExampleComponent.deactivate()
ExampleComponent.unbindServiceA()
ExampleComponent.unbindServiceB()
ExampleComponent.unbindServiceC()



","Apache Maven 2.2.1 (r801777; 2009-08-06 20:16:01+0100)
Java version: 1.6.0_16
Default locale: en_GB, platform encoding: Cp1252
OS name: ""windows xp"" version: ""5.1"" arch: ""x86"" Family: ""windows""",,,,,,,,,,,,,,,,,,,03/Feb/11 14:57;stephen.flynn@jftechnology.com;ref-order-bug-example-1.0.0-sources.jar;https://issues.apache.org/jira/secure/attachment/12470147/ref-order-bug-example-1.0.0-sources.jar,03/Feb/11 14:57;stephen.flynn@jftechnology.com;ref-order-bug-example-1.0.0.jar;https://issues.apache.org/jira/secure/attachment/12470146/ref-order-bug-example-1.0.0.jar,03/Feb/11 17:42;stephen.flynn@jftechnology.com;scr-2821-patch.txt;https://issues.apache.org/jira/secure/attachment/12470164/scr-2821-patch.txt,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2011-02-03 15:57:36.521,,,no_permission,,,,,,,,,,,40443,,,Tue Nov 20 10:58:14 UTC 2012,,,,,,0|i0aqhr:,60565,,,,,,,,03/Feb/11 15:57;fmeschbe;Correct. Thanks for reporting this issue.,03/Feb/11 17:44;stephen.flynn@jftechnology.com;Took a quick look at the source and the attached patch seems to do the trick without breaking existing tests.,"03/Feb/11 20:02;fmeschbe;Thanks for the patch, this is basically the same solution I came up with ;-)",03/Feb/11 20:32;fmeschbe;I have applied the provided patch and added an integration test ensuring correct bind/unbind order in Rev. 1066946.,20/Nov/12 10:58;fmeschbe;Close after release,,,,,,,,,,,,,,,,,,,,,,
Provide a default value when using <_wab/>,FELIX-2820,12497486,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,mcculls,not,not,02/Feb/11 17:38,11/Oct/11 17:09,14/Mar/19 02:47,24/Jun/11 20:55,,,,,,,,,,,maven-bundle-plugin-2.3.5,,,,Maven Bundle Plugin,,,,,,,0,,,,,,"Currently when building a WAB with the maven bundle plugin I have to specify the following:

<wab>src/main/webapp</wab>

to get the web content pulled in. I would like the maven bundle plugin to default <_wab/> to set src/main/webapp.

Thanks
Alasdair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2011-06-24 20:55:59.882,,,no_permission,,,,,,,,,,,56133,,,Fri Jun 24 20:55:59 UTC 2011,,,,,,0|i0vy67:,184509,,,,,,,,24/Jun/11 20:55;mcculls;Fixed in r1139436,,,,,,,,,,,,,,,,,,,,,,,,,,
packageinfo files in src/main/java are ignored,FELIX-2819,12497484,Bug,Closed,FELIX,Felix,software,karlpauls,"OSGi container, services, and related tools",http://felix.apache.org,Major,Fixed,mcculls,not,not,02/Feb/11 17:37,11/Oct/11 17:09,14/Mar/19 02:47,24/Jun/11 18:21,,,,,,,,,,,maven-bundle-plugin-2.3.5,,,,Maven Bundle Plugin,,,,,,,1,,,,,,"The bnd tool can pick up the package version from a packageinfo file if it is stored next to the java files.

The maven-bundle-plugin will only include them in the jar, and make them visible to bnd if they are in the src/main/resources directory. I would like to use these files for specifying versions, rather than putting it in the pom. This allows me to specify the version once in this file even if it is repackaged in a different jar later.

The problem is I have to put the files into src/main/resources which significantly reduces the chance of updating them when a change is made. Could the maven-bundle-plugin be updated to put the packageinfo files from src/main/java into the jar before calling bnd?

Thanks
Alasdair
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2011-02-02 19:05:22.922,,,no_permission,,,,,,,,,,,56134,,,Fri Jun 24 18:21:37 UTC 2011,,,,,,0|i0vy93:,184522,,,,,,,,"02/Feb/11 19:05;magnet;This would be nice indeed.

Just for the record (you might find it useful), we use the @Version bnd annotation on the package statement in the package-info.java file to achieve the same, and Maven is happy with this since it's a Java source file.

E.g,

@Version(""1.0.2"")
package com.mycompany.myproject.mypackage

import aQute.bnd.annotation;

One thing nice with this is that it's possible to use a String constant defined in a Java class, for those times when we want to make the version a part of the Java API... And this usage finally makes package-info.java interesting for more than just package javadoc. Drawbacks are that we depend on bnd.annotation's JAR at compile time only for manifest generation, and that no tool that I know of updates these versions when the API evolves.

Hope this helps.","03/Feb/11 13:47;not;I didn't realize the package-info.java would be picked up, but I have some packages which are copied from the OSGi git repo and they use package.html and packageinfo. I don't feel comfortable rewriting these to be package-info.java instead. It is worth considering though.

","04/Feb/11 21:13;magnet;By the way, if you're not doing it already (or for people who might read this issue), here's the cleanest workaround :

{code:XML}
   <project>
	<build>
	        <!-- A lot of stuff may go here-->
		<resources>
	                <!-- You have to keep this only if you want to keep the default Maven layout as well-->                        
                        <resource>
                                <directory>src/main/resources</directory>
                        </resource>

	                <!-- Here's the magic stuff: include everything except Java and hidden files (eg, .svn directories) -->                        
			<resource>
				<directory>${project.build.sourceDirectory}</directory>
				<excludes>
					<exclude>**/*.java</exclude>
					<exclude>**/.*</exclude>
				</excludes>
			</resource>

	                <!-- Alternatively, you may want to include only packageinfo files (if so, remove the previous
                              <resource/> block that is a superset of this one) -->                        
		        <resource>
			        <directory>${project.build.sourceDirectory}</directory>
				<includes>
					<include>**/packageinfo</include>
				</includes>
			</resource>

		</resources>

                <!-- A lot more stuff, including maven-bundle-plugin if you don't use pluginManagement in a parent POM -->
  	</build>
   </project>
{code}
On our project we put the ""include all resources that are in src/"" rule in a parent POM... Of course, it would still be nice if maven-bundle-plugin would manage bnd-related files out-of-the-box.

Hope this helps,

Simon

Edit: formating is completely messed up... ","04/Feb/11 21:27;not;Words alone cannot express my joy at learning about this workaround. Thank you very much.

Alasdair","04/Feb/11 21:27;not;That said, words is all you'll get, but thanks again.

Alasdair",24/Jun/11 18:21;mcculls;Fixed in r1139399,,,,,,,,,,,,,,,,,,,,,
